OMR Version,Policy # (masked),Odom Reading 1 (Previous),Odom Reading 1 (Update),Odom Reading 2 (Previous),Odom Reading 2 (Update),Odom Reading 3 (Previous),Odom Reading 3 (Update),Odom Reading 4 (Previous),Odom Reading 4 (Update)
Sign Top,4735,88191,109098,,,,,,
Sign Bottom,4736,7015,55400,40750,72707,,,,
Sign Top,4737,46302,79562,120581,166874,,,,
Sign Bottom,4738,142565,190330,,,92311,127886,,
Sign Bottom,4739,43562,90554,121216,133076,,,,
Sign Bottom,4740,145530,145919,,,,,,
Sign Top,4741,60446,86819,1100,45902,,,,
Sign Top,4742,41114,85494,124083,164924,,,25360,27794
Sign Bottom,4743,20071,55802,,,,,,
Sign Bottom,4744,48882,71396,78000,117436,,,,
Sign Bottom,4745,126448,129115,50797,54137,,,,
Sign Top,4746,130112,133790,575,24950,,,,
Sign Top,4747,7525,44892,95711,96338,,,,
Sign Top,4748,34000,63412,75000,81948,,,,
Sign Bottom,4749,57339,69727,,,5803,7676,,
Sign Bottom,4750,41641,42497,,,,,,
Sign Bottom,4751,17186,52811,116397,122186,72771,106408,,
Sign Top,4752,24000,64176,,,,,,
Sign Top,4753,76882,125555,14593,41069,185703,220715,,
Sign Top,4754,17067,66239,159248,202472,,,,
Sign Top,4755,79467,100757,,,,,,
Sign Bottom,4756,9073,33152,,,,,,
Sign Bottom,4757,135876,181858,,,,,,
Sign Top,4758,27000,30473,,,,,,
Sign Bottom,4759,104027,132437,89723,120541,,,,
Sign Bottom,4760,75129,91974,,,,,,
Sign Bottom,4761,66235,75379,105016,149939,,,,
Sign Bottom,4762,85654,127074,54861,98528,,,,
Sign Top,4763,7634,56115,106505,139711,55516,95350,,
Sign Top,4764,34344,67537,,,,,,
Sign Bottom,4765,196948,225614,,,,,,
Sign Bottom,4766,70375,82504,28766,63555,,,,
Sign Top,4767,117750,148125,137338,162295,,,,
Sign Top,4768,23654,27936,,,,,,
Sign Top,4769,5,5014,47000,48944,,,,
Sign Top,4770,68000,112656,,,,,,
Sign Top,4771,704,18505,105230,146256,,,,
Sign Top,4772,39000,83222,,,,,,
Sign Top,4773,93077,123057,143773,160029,,,,
Sign Top,4774,124189,173881,,,,,,
Sign Bottom,4775,22647,45659,,,,,,
Sign Bottom,4776,79152,95756,,,,,,
Sign Bottom,4777,38116,46767,,,,,,
Sign Bottom,4778,68180,76062,166717,210732,,,,
Sign Top,4779,290000,299902,,,,,,
Sign Bottom,4780,61288,80543,,,,,,
Sign Top,4781,32246,48869,1149,15563,,,,
Sign Bottom,4782,42934,59021,45256,55305,,,,
Sign Bottom,4783,54500,56593,47500,88661,,,,
Sign Bottom,4784,61783,104336,88105,117015,,,,
Sign Top,4785,16234,56603,,,,,,
Sign Top,4786,870,2589,147761,191396,,,,
Sign Bottom,4787,160,37074,,,,,,
Sign Bottom,4788,68860,96153,11537,56579,,,,
Sign Top,4789,78353,122088,169672,194019,,,,
Sign Bottom,4790,54379,86297,90105,107109,,,,
Sign Top,4791,20620,42511,,,,,,
Sign Bottom,4792,82385,82673,101284,137286,,,,
Sign Bottom,4793,123785,153805,,,,,,
Sign Bottom,4794,77931,108748,47348,82600,,,,
Sign Bottom,4795,34289,73028,,,,,,
Sign Bottom,4796,100000,108968,,,,,,
Sign Top,4797,102991,131497,,,,,,
Sign Top,4798,89416,129378,,,,,,
Sign Top,4799,20000,48184,100000,136913,,,,
Sign Top,4800,9658,57479,,,,,,
Sign Bottom,4801,160826,187951,72200,87240,79013,110498,,
Sign Top,4802,95,44786,,,,,,
Sign Top,4803,34301,40037,,,,,,
Sign Top,4804,320,47721,,,,,,
Sign Bottom,4805,21402,38662,141479,182458,,,,
Sign Bottom,4806,159678,198057,146125,168283,,,,
Sign Bottom,4807,136003,142802,126419,153503,,,,
Sign Top,4808,52590,91267,22628,40721,,,,
Sign Top,4809,461,48715,,,,,,
Sign Top,4810,109777,133620,24074,59251,,,,
Sign Bottom,4811,145571,170959,194197,223652,,,,
Sign Top,4812,138293,177166,135541,164978,,,,
Sign Top,4813,25,49752,,,21000,64209,,
Sign Top,4814,36918,72561,79066,108450,100,7536,,
Sign Top,4815,175395,193365,,,,,,
Sign Bottom,4816,88000,107325,25937,46333,48327,51781,,
Sign Top,4817,115000,136016,,,,,,
Sign Top,4818,161463,180969,34280,62202,,,,
Sign Top,4819,403733,435791,,,,,,
Sign Bottom,4820,67903,85218,56185,89647,,,,
Sign Bottom,4821,85000,117540,30960,50378,,,,
Sign Top,4822,107064,132620,12853,59723,,,,
Sign Top,4823,31692,71982,,,,,70,25187
Sign Bottom,4824,112009,127990,101548,102951,,,,
Sign Bottom,4825,17990,66591,,,,,,
Sign Top,4826,65891,102616,,,,,,
Sign Top,4827,163000,212075,,,,,,
Sign Bottom,4828,1454,49501,158088,180533,,,,
Sign Bottom,4829,82417,130144,,,,,,
Sign Top,4830,2316,27568,30371,44127,,,,
Sign Top,4831,33736,42425,,,,,,
Sign Top,4832,17000,56436,29000,32912,,,,
Sign Top,4833,70800,102543,,,,,,
Sign Bottom,4834,137876,177533,,,,,,
Sign Top,4835,62249,96569,32537,43467,,,,
Sign Top,4836,18652,67708,16520,21915,,,,
Sign Top,4837,37671,48121,,,,,,
Sign Bottom,4838,66728,95265,48422,72255,,,,
Sign Bottom,4839,9511,25419,,,,,,
Sign Bottom,4840,23248,41521,21137,48445,,,,
Sign Top,4841,54508,103751,,,,,,
Sign Top,4842,32764,61261,25271,61593,,,,
Sign Top,4843,127198,129948,,,,,,
Sign Bottom,4844,23000,34215,,,,,,
Sign Bottom,4845,7710,54708,,,,,,
Sign Bottom,4846,40605,63615,,,,,170915,216912
Sign Top,4847,246,43811,162954,171216,,,,
Sign Bottom,4848,15191,62312,,,,,,
Sign Bottom,4849,55948,96662,75843,76194,,,,
Sign Top,4850,68190,106638,,,,,,
Sign Bottom,4851,41837,83865,31460,54216,,,,
Sign Top,4852,96730,110281,,,,,,
Sign Top,4853,77365,115011,,,,,,
Sign Top,4854,98323,133226,,,,,,
Sign Top,4855,100969,118808,34631,35205,,,,
Sign Top,4856,5739,18761,,,,,,
Sign Top,4857,11300,27839,49000,50166,,,,
Sign Top,4858,50220,64967,,,203500,229212,,
Sign Top,4859,73000,113456,21000,46968,,,,
Sign Bottom,4860,64807,65082,,,,,,
Sign Bottom,4861,63587,69100,49741,87249,,,,
Sign Bottom,4862,53330,80445,64302,112415,,,94000,138096
Sign Bottom,4863,98705,105056,,,,,,
Sign Top,4864,32306,51761,84149,129305,,,,
Sign Bottom,4865,16180,37951,,,,,,
Sign Bottom,4866,15314,38883,,,,,,
Sign Bottom,4867,71473,76024,125782,155538,,,,
Sign Top,4868,53839,93514,,,,,,
Sign Top,4869,10593,19712,88275,104911,,,,
Sign Bottom,4870,98167,144271,,,,,,
Sign Top,4871,94871,138112,,,,,,
Sign Top,4872,161009,190960,,,,,,
Sign Top,4873,51931,87122,,,,,,
Sign Top,4874,34200,70397,205482,253384,,,,
Sign Bottom,4875,47232,71574,,,,,,
Sign Bottom,4876,86576,126307,,,,,,
Sign Bottom,4877,111006,113458,200873,232952,,,,
Sign Top,4878,9211,59064,416,14248,,,,
Sign Top,4879,3597,20239,,,,,,
Sign Bottom,4880,6502,30962,36753,59962,,,,
Sign Top,4881,133850,152558,,,,,,
Sign Top,4882,180100,196488,,,,,,
Sign Bottom,4883,52603,91157,,,,,,
Sign Top,4884,0,2581,,,,,,
Sign Bottom,4885,5272,54464,,,,,,
Sign Bottom,4886,70825,119555,,,,,,
Sign Top,4887,148338,149782,,,89741,135742,,
Sign Top,4888,129840,153751,,,,,,
Sign Bottom,4889,7678,36516,33661,57513,5494,47571,,
Sign Top,4890,8000,21602,9499,57397,,,,
Sign Top,4891,15000,32411,,,,,,
Sign Bottom,4892,214402,221543,171530,212502,,,,
Sign Bottom,4893,59206,84674,,,,,,
Sign Bottom,4894,200010,205570,60297,60621,,,,
Sign Bottom,4895,44958,75496,42147,50401,,,,
Sign Bottom,4896,55978,58826,80850,113473,,,,
Sign Top,4897,43527,74990,,,60819,98765,,
Sign Top,4898,151201,197493,868,15323,,,,
Sign Bottom,4899,52992,66291,,,,,,
Sign Top,4900,50,7255,,,,,,
Sign Top,4901,90000,127190,70000,102813,,,,
Sign Top,4902,153000,179302,131000,178943,,,,
Sign Bottom,4903,61202,104688,,,,,,
Sign Bottom,4904,52551,89836,,,,,,
Sign Top,4905,54684,85434,,,,,,
Sign Top,4906,89000,137488,43352,79985,,,,
Sign Bottom,4907,51257,88603,120185,154920,,,,
Sign Top,4908,18966,58505,,,,,,
Sign Bottom,4909,76003,95989,102738,147200,,,,
Sign Bottom,4910,87594,102896,99201,138109,,,,
Sign Top,4911,0,43781,0,31673,,,,
Sign Top,4912,133,2779,,,,,,
Sign Bottom,4913,55091,59158,,,,,,
Sign Bottom,4914,82454,100151,,,,,,
Sign Bottom,4915,50759,75618,,,,,,
Sign Top,4916,16,33826,,,156000,168015,,
Sign Bottom,4917,5450,14381,180456,205894,,,,
Sign Top,4918,151625,181610,100000,122083,,,,
Sign Top,4919,40000,76038,,,,,,
Sign Bottom,4920,90000,113313,76368,78086,,,,
Sign Bottom,4921,71547,108187,,,29000,54837,,
Sign Bottom,4922,7003,13322,144581,159215,,,,
Sign Bottom,4923,28880,71128,,,,,,
Sign Bottom,4924,109723,147967,84948,114472,,,,
Sign Bottom,4925,5087,16445,,,,,,
Sign Bottom,4926,65894,78646,,,209588,229267,,
Sign Top,4927,19000,54506,,,,,,
Sign Bottom,4928,142839,144315,104769,145403,,,,
Sign Top,4929,52265,84703,,,,,,
Sign Top,4930,15218,42190,,,,,,
Sign Top,4931,57850,66112,,,,,,
Sign Bottom,4932,15941,30430,138857,143661,,,,
Sign Bottom,4933,62300,84069,,,,,,
Sign Bottom,4934,155536,195045,,,,,,
Sign Top,4935,1650,44076,,,,,,
Sign Bottom,4936,10852,41535,,,,,,
Sign Top,4937,44634,92649,,,,,,
Sign Bottom,4938,23235,38015,68056,112342,,,,
Sign Top,4939,10974,11820,103000,116137,,,,
Sign Bottom,4940,89916,121116,,,65211,94013,,
Sign Top,4941,7582,41365,45,34629,98957,114690,,
Sign Bottom,4942,105000,148166,134452,152572,,,,
Sign Bottom,4943,15834,23019,62963,84189,,,,
Sign Bottom,4944,137744,155686,,,,,,
Sign Bottom,4945,52378,60665,56770,89821,,,,
Sign Top,4946,86000,130587,35000,53184,,,,
Sign Top,4947,26928,47431,,,,,,
Sign Bottom,4948,21837,34212,,,,,,
Sign Bottom,4949,9067,28692,,,,,,
Sign Bottom,4950,41178,86276,8750,32797,,,,
Sign Bottom,4951,90483,103117,26367,38885,,,,
Sign Top,4952,15,31656,,,,,,
Sign Top,4953,537,34898,,,,,,
Sign Bottom,4954,65257,73658,,,,,,
Sign Bottom,4955,34605,54997,,,,,,
Sign Top,4956,39769,71188,,,,,,
Sign Top,4957,34470,82558,,,,,,
Sign Top,4958,65687,115178,,,,,,
Sign Top,4959,48689,58258,,,160519,171848,,
Sign Bottom,4960,68700,81867,,,31415,43564,,
Sign Top,4961,21,37925,,,,,,
Sign Top,4962,33859,38594,,,,,,
Sign Top,4963,34000,76118,45000,70843,,,,
Sign Bottom,4964,23872,49993,,,,,,
Sign Bottom,4965,77517,89894,,,,,,
Sign Bottom,4966,54524,71373,,,,,,
Sign Top,4967,31000,34844,,,,,,
Sign Top,4968,64000,84516,,,,,,
Sign Top,4969,54994,60836,,,,,,
Sign Bottom,4970,28652,57747,,,,,,
Sign Top,4971,33649,54306,64700,102393,,,,
Sign Top,4972,103528,153223,162152,163931,,,,
Sign Top,4973,104629,114495,100000,106627,,,,
Sign Top,4974,0,13960,,,,,,
Sign Bottom,4975,30107,66369,,,,,,
Sign Bottom,4976,97350,103587,,,,,,
Sign Bottom,4977,38002,82519,,,,,,
Sign Bottom,4978,81372,87149,,,,,,
Sign Bottom,4979,73081,79157,,,,,,
Sign Bottom,4980,34000,40828,62000,74925,,,,
Sign Top,4981,0,35436,,,,,,
Sign Top,4982,5700,20241,,,,,,
Sign Top,4983,133136,179119,,,,,,
Sign Bottom,4984,117982,151904,,,,,,
Sign Bottom,4985,167367,180595,,,,,,
Sign Bottom,4986,140269,182078,,,,,,
Sign Bottom,4987,55658,103158,,,,,,
Sign Bottom,4988,53663,66423,7039,49388,,,,
Sign Bottom,4989,61469,108596,,,,,,
Sign Top,4990,86074,110023,112243,136338,,,,
Sign Bottom,4991,252958,271642,,,,,,
Sign Top,4992,94128,138831,45620,78394,39919,62126,,
Sign Bottom,4993,162304,184618,72220,93772,,,,
Sign Bottom,4994,56788,59174,26235,54165,,,,
Sign Bottom,4995,5610,18785,,,,,,
Sign Bottom,4996,23607,39532,,,6452,13303,,
Sign Top,4997,12201,50132,84257,94643,,,,
Sign Bottom,4998,63985,81163,,,,,,
Sign Top,4999,71438,73199,,,,,,
Sign Top,5000,126960,170972,22784,47804,,,,
Sign Top,5001,975,34605,,,,,,
Sign Top,5002,83810,104947,,,,,,
Sign Bottom,5003,39872,81519,94464,106784,,,,
Sign Top,5004,77958,114706,,,100,19915,,
Sign Top,5005,101398,121430,64220,76937,,,,
Sign Bottom,5006,74537,123221,,,,,,
Sign Bottom,5007,32181,67958,,,,,,
Sign Top,5008,56583,92433,344,16171,,,148822,163840
Sign Bottom,5009,9723,34110,,,,,,
Sign Top,5010,58394,87133,,,,,,
Sign Top,5011,50970,61866,90693,97440,,,,
Sign Top,5012,220945,224029,,,,,,
Sign Top,5013,125107,172427,64124,101563,,,,
Sign Bottom,5014,81870,114350,,,,,,
Sign Top,5015,38,15112,126000,133054,,,,
Sign Top,5016,42699,63844,67945,105367,,,,
Sign Top,5017,18327,61576,,,,,,
Sign Bottom,5018,43316,55662,159016,207852,,,,
Sign Top,5019,8211,36991,,,25710,71888,,
Sign Top,5020,37000,53857,,,,,,
Sign Bottom,5021,158829,205037,,,,,,
Sign Bottom,5022,141008,172929,,,,,,
Sign Top,5023,110000,125973,78000,103683,,,,
Sign Top,5024,2462,38985,,,,,,
Sign Top,5025,48146,52316,,,,,,
Sign Top,5026,48145,92203,3544,13262,,,,
Sign Bottom,5027,84456,87681,126588,163130,,,,
Sign Bottom,5028,72896,75234,,,,,,
Sign Bottom,5029,46141,50530,,,,,,
Sign Bottom,5030,8663,18671,,,,,,
Sign Top,5031,0,12016,63000,83087,,,,
Sign Bottom,5032,155905,191315,22360,33728,,,,
Sign Bottom,5033,40198,45948,,,,,,
Sign Top,5034,80365,105251,,,,,,
Sign Top,5035,80782,98560,36524,46954,,,,
Sign Top,5036,5000,46491,,,,,,
Sign Bottom,5037,36767,72720,,,,,,
Sign Top,5038,42,10848,,,,,,
Sign Bottom,5039,1595,7205,,,,,,
Sign Bottom,5040,88359,106227,,,,,,
Sign Bottom,5041,5193,42444,,,,,,
Sign Top,5042,23925,64740,113056,116054,,,,
Sign Top,5043,533,45074,630,39981,,,,
Sign Bottom,5044,71280,71707,139428,165912,94364,125521,,
Sign Top,5045,100201,105403,130568,160395,,,,
Sign Top,5046,32318,52191,,,,,,
Sign Top,5047,35014,84839,,,,,,
Sign Top,5048,7246,46531,56000,83133,,,,
Sign Bottom,5049,58100,77865,,,,,10778,27663
Sign Bottom,5050,48889,53127,7798,12594,45353,85994,,
Sign Top,5051,165000,168618,,,,,,
Sign Bottom,5052,14359,23370,125617,151920,,,,
Sign Bottom,5053,130298,166132,,,,,,
Sign Bottom,5054,58345,106842,52417,56813,,,,
Sign Bottom,5055,29965,66570,,,,,,
Sign Bottom,5056,8603,50836,14992,24956,,,,
Sign Top,5057,10000,20633,1200,33827,,,,
Sign Bottom,5058,40344,74886,38810,74544,,,,
Sign Top,5059,169000,172951,,,,,,
Sign Top,5060,48993,78243,,,,,,
Sign Bottom,5061,1264,39803,49462,57319,,,,
Sign Bottom,5062,37905,63918,,,,,,
Sign Top,5063,5873,43983,633,33912,,,,
Sign Top,5064,4680,34265,,,,,,
Sign Bottom,5065,42451,52537,25913,66514,,,,
Sign Top,5066,62418,97584,25411,43080,59,12639,,
Sign Top,5067,9000,30302,,,121797,166077,,
Sign Top,5068,30409,56198,5279,23975,,,,
Sign Top,5069,174464,217337,,,,,,
Sign Bottom,5070,36354,36686,,,54052,58349,,
Sign Bottom,5071,18235,57419,106253,118872,43457,93231,104916,130472
Sign Bottom,5072,15070,22447,,,,,,
Sign Top,5073,124877,147319,,,,,,
Sign Top,5074,27820,71671,,,,,,
Sign Bottom,5075,31131,42535,83532,101061,,,,
Sign Bottom,5076,33476,67454,180352,212239,,,,
Sign Top,5077,58248,70354,80856,124224,,,,
Sign Bottom,5078,72880,99423,42943,51124,,,,
Sign Bottom,5079,89288,98181,,,,,,
Sign Bottom,5080,51885,92008,,,,,,
Sign Top,5081,124000,139676,,,,,,
Sign Bottom,5082,157755,179020,37550,78648,134317,160372,,
Sign Bottom,5083,114798,125736,,,19,19273,,
Sign Bottom,5084,49479,85956,17524,27883,,,,
Sign Bottom,5085,179682,183956,64633,70603,,,,
Sign Top,5086,32000,37134,44000,61030,,,,
Sign Top,5087,34652,78552,206052,231037,,,,
Sign Top,5088,165854,200911,,,180000,220678,,
Sign Bottom,5089,33105,53568,,,,,,
Sign Top,5090,37751,67913,,,,,,
Sign Top,5091,60000,66184,,,,,,
Sign Top,5092,104790,113399,183021,223474,170014,214289,,
Sign Bottom,5093,23971,63809,37765,59403,,,,
Sign Bottom,5094,51392,68754,,,,,,
Sign Bottom,5095,61972,99335,43890,91338,,,,
Sign Bottom,5096,56408,59868,,,,,,
Sign Bottom,5097,120928,150992,90508,138515,,,,
Sign Bottom,5098,40841,51749,101356,135590,,,,
Sign Bottom,5099,95692,138576,,,,,,
Sign Bottom,5100,43535,50119,113422,118366,,,,
Sign Top,5101,1500,13401,84200,119769,,,,
Sign Top,5102,75997,100098,,,,,,
Sign Bottom,5103,12468,58930,31033,78586,,,,
Sign Bottom,5104,42136,62733,,,,,,
Sign Top,5105,150000,194240,,,,,,
Sign Bottom,5106,62330,100393,,,,,,
Sign Bottom,5107,43203,79077,,,,,,
Sign Bottom,5108,12303,19953,36691,41970,,,,
Sign Bottom,5109,91686,107386,48154,49524,,,,
Sign Top,5110,70533,88399,,,,,,
Sign Bottom,5111,34860,42848,,,,,,
Sign Top,5112,53786,100595,,,,,,
Sign Bottom,5113,6319,7972,,,,,,
Sign Top,5114,61000,83064,,,,,,
Sign Top,5115,110000,113651,23000,25584,,,,
Sign Top,5116,8000,54697,125115,144280,,,,
Sign Bottom,5117,359700,380114,,,,,,
Sign Bottom,5118,79051,85231,42893,84680,38580,86317,,
Sign Bottom,5119,34234,62565,6424,25669,,,,
Sign Bottom,5120,67893,97986,122530,163090,,,,
Sign Top,5121,53800,88253,20000,66502,,,,
Sign Bottom,5122,116477,150232,,,,,,
Sign Bottom,5123,85625,113944,,,,,,
Sign Bottom,5124,83676,84433,,,,,,
Sign Bottom,5125,65142,84333,,,,,,
Sign Bottom,5126,81315,125128,95244,134949,,,,
Sign Bottom,5127,128005,139603,,,,,,
Sign Top,5128,60902,69706,,,,,,
Sign Top,5129,30509,36024,,,,,,
Sign Top,5130,28483,43510,,,,,,
Sign Bottom,5131,149399,151537,83506,132242,42591,89884,,
Sign Bottom,5132,53138,89328,,,,,,
Sign Top,5133,8,41963,16000,21436,,,,
Sign Top,5134,75673,119505,,,,,,
Sign Top,5135,120361,160458,,,131937,141856,,
Sign Top,5136,55173,90354,,,,,,
Sign Bottom,5137,94671,96457,78459,106084,,,,
Sign Bottom,5138,135739,167157,,,,,,
Sign Top,5139,186000,188834,,,100001,119707,,
Sign Top,5140,81980,102746,,,,,,
Sign Top,5141,308,7907,,,,,,
Sign Top,5142,114934,152914,,,,,,
Sign Bottom,5143,80204,96897,70964,105043,,,,
Sign Bottom,5144,31886,49988,,,,,,
Sign Bottom,5145,104775,123521,197000,207958,,,,
Sign Top,5146,14800,31137,69058,108240,,,,
Sign Top,5147,961,1504,22096,71587,,,,
Sign Top,5148,100,23359,,,,,,
Sign Top,5149,12128,22941,75143,94260,,,,
Sign Top,5150,55088,92572,2316,2557,,,,
Sign Top,5151,39477,88384,,,,,,
Sign Top,5152,4307,34338,86005,126839,,,,
Sign Top,5153,24944,37047,,,,,,
Sign Bottom,5154,64882,90535,30488,43400,,,,
Sign Top,5155,9239,37256,,,,,,
Sign Bottom,5156,5538,28436,22975,36473,,,,
Sign Bottom,5157,128911,173055,7683,11752,,,61124,75127
Sign Top,5158,134000,152824,,,,,,
Sign Top,5159,50000,98861,,,,,,
Sign Top,5160,220298,238283,,,,,,
Sign Top,5161,8000,49327,,,,,,
Sign Top,5162,130000,144380,145391,182346,,,,
Sign Bottom,5163,93170,124827,74101,80676,,,,
Sign Top,5164,36767,64595,,,,,,
Sign Bottom,5165,81795,130515,26489,64389,,,,
Sign Top,5166,185739,189533,,,,,,
Sign Bottom,5167,85369,127593,68004,101962,,,,
Sign Top,5168,102071,148534,19124,53007,,,,
Sign Top,5169,43534,92869,,,,,,
Sign Top,5170,6,30153,,,,,,
Sign Top,5171,25100,72751,7,38766,154,5168,,
Sign Top,5172,90453,119503,,,,,,
Sign Top,5173,82042,129133,34503,77268,,,,
Sign Top,5174,80000,98635,11000,20484,90000,124875,,
Sign Bottom,5175,55552,104611,,,,,,
Sign Bottom,5176,196832,205705,,,,,,
Sign Top,5177,69729,79118,,,,,,
Sign Top,5178,651,31950,,,,,,
Sign Bottom,5179,34078,34280,,,,,108129,120849
Sign Top,5180,173253,215360,,,,,,
Sign Top,5181,118491,132688,,,,,,
Sign Top,5182,3200,11156,,,,,,
Sign Top,5183,15648,54859,,,,,,
Sign Bottom,5184,20486,67116,,,,,,
Sign Top,5185,65315,104731,55849,67736,,,,
Sign Top,5186,102586,123432,50000,76400,,,,
Sign Top,5187,39120,79849,,,,,,
Sign Top,5188,54946,76032,,,,,,
Sign Top,5189,35046,80203,,,,,,
Sign Bottom,5190,39337,89101,,,,,,
Sign Bottom,5191,101715,143800,,,,,,
Sign Bottom,5192,17137,53418,68485,93535,,,,
Sign Bottom,5193,142862,178888,15147,22092,,,,
Sign Bottom,5194,79872,92353,,,,,,
Sign Top,5195,151752,187333,100005,121311,,,,
Sign Top,5196,88037,96222,63316,97748,,,,
Sign Bottom,5197,72565,108733,56003,93213,,,,
Sign Bottom,5198,85270,87231,127507,133195,,,,
Sign Top,5199,115000,144685,22000,55591,,,,
Sign Top,5200,59200,77223,,,,,,
Sign Top,5201,76800,102946,,,,,,
Sign Top,5202,155250,176310,,,,,,
Sign Top,5203,37094,70767,,,,,,
Sign Bottom,5204,165661,215636,65133,88078,,,,
Sign Top,5205,118730,158137,111207,121573,,,,
Sign Bottom,5206,36472,72837,,,,,,
Sign Bottom,5207,66362,74275,101751,119468,,,,
Sign Top,5208,135100,155545,,,,,,
Sign Top,5209,10083,49284,,,,,,
Sign Top,5210,121953,142118,,,,,,
Sign Top,5211,9000,34846,31000,56640,,,,
Sign Top,5212,192660,220597,,,,,,
Sign Top,5213,76131,89517,,,,,,
Sign Bottom,5214,49839,76593,,,,,,
Sign Bottom,5215,33330,37272,21709,57993,,,,
Sign Bottom,5216,44008,52702,25855,55852,,,,
Sign Top,5217,102922,134157,15000,54329,,,,
Sign Top,5218,154000,179892,,,,,,
Sign Top,5219,55338,60039,60254,94824,,,,
Sign Top,5220,103016,104141,,,,,,
Sign Bottom,5221,98562,120003,,,,,,
Sign Bottom,5222,66189,105022,120584,159605,,,,
Sign Bottom,5223,210179,242651,118016,132987,,,,
Sign Bottom,5224,14000,19609,,,,,,
Sign Top,5225,5367,19716,7568,7764,,,,
Sign Top,5226,47822,48815,10538,44744,,,,
Sign Bottom,5227,18569,32861,,,,,,
Sign Top,5228,28612,36827,678,16908,,,,
Sign Top,5229,19438,39065,,,,,,
Sign Bottom,5230,3019,18609,85029,110579,,,,
Sign Bottom,5231,73559,77081,,,,,,
Sign Bottom,5232,91597,111692,,,,,,
Sign Top,5233,61300,81500,118500,156079,50800,87168,,
Sign Top,5234,102670,116766,,,,,,
Sign Bottom,5235,63579,71761,63135,107641,4068,18510,,
Sign Top,5236,212705,227344,,,,,,
Sign Top,5237,70506,70551,40633,53561,,,,
Sign Bottom,5238,88940,129872,,,16993,45222,,
Sign Top,5239,42000,59719,21643,29122,,,,
Sign Bottom,5240,119632,164581,,,144604,166269,,
Sign Top,5241,55681,62123,,,,,,
Sign Top,5242,138736,149453,,,82000,128425,,
Sign Bottom,5243,112992,137129,60230,68040,,,,
Sign Top,5244,205000,205165,98000,113160,,,,
Sign Top,5245,57000,71550,,,,,,
Sign Top,5246,54897,74420,,,,,,
Sign Top,5247,9680,10762,,,122299,130650,,
Sign Top,5248,19873,43357,70946,96822,,,,
Sign Bottom,5249,48260,60116,24715,60610,,,,
Sign Top,5250,5570,31481,4545,45151,,,,
Sign Bottom,5251,80504,89275,,,,,,
Sign Top,5252,14292,41390,,,,,,
Sign Top,5253,97445,121381,78209,94492,,,,
Sign Bottom,5254,22180,41524,30610,68653,99934,107867,,
Sign Top,5255,28000,48980,,,,,,
Sign Top,5256,83150,110437,,,31917,81590,,
Sign Top,5257,46978,96675,8801,34143,,,,
Sign Bottom,5258,67724,70060,,,,,,
Sign Bottom,5259,18025,23758,,,,,,
Sign Bottom,5260,40142,85853,,,,,,
Sign Bottom,5261,74328,113119,,,,,,
Sign Top,5262,50000,62568,35,16039,8,23011,,
Sign Bottom,5263,49309,71003,175000,180995,,,,
Sign Top,5264,29000,71579,,,,,,
Sign Bottom,5265,54291,84916,63358,86468,,,,
Sign Bottom,5266,74083,120346,,,,,,
Sign Top,5267,12283,35404,50000,68921,,,,
Sign Bottom,5268,180360,195018,198477,238221,,,,
Sign Bottom,5269,35913,60833,,,,,,
Sign Top,5270,32247,41614,,,,,,
Sign Top,5271,102795,109405,8,19913,,,,
